"Director_Name","Director_Gender"
"Katarzyna Roslaniec","F"
"Rob Epstein","M"
"Victory Tischler-Blue","Unknown"
"Patricia Riggen","Unknown"
"Kenneth Chamitoff","Unknown"
"Chen Kuo-Fu","Unknown"
"Damon Lemay","Unknown"
"Peter Carstairs","Unknown"
"Michael Stokes","M"
"Robert Shallcross","M"
"Don Cuaresma","Unknown"
"André van Heerden","M"
"Elisabeta Bostan","F"
"Edin Velez","Unknown"
"Jack Donohue","M"
"Jiří Trnka","M"
"Jasmine Dellal","Unknown"
"Morey Fineburgh","Unknown"
"Bosco Lam Chi-Ho","Unknown"
"Darryl Roberts","Unknown"
"Marc Moody","Unknown"
"Milton Gray","Unknown"
"Jean-Pierre Sinapi","Unknown"
"Paulo Betti","M"
"Joshua Morrisroe","Unknown"
"Henrik Georgsson","Unknown"
"Jack Nicholson","M"
"Jason J. Tomaric","Unknown"
"Tommy Stovall","Unknown"
"Tom Hunsinger","M"
"Mark Edwin Robinson","Unknown"
"Šarūnas Bartas","M"
"Ray Yeung","M"
"Greta Schiller","Unknown"
"Kevin Kerslake","Unknown"
"Yong-ih","M"
"Junji Hanado","Unknown"
"Mark Jean","M"
"Craig Pryce","M"
"Jevon O'Neill","Unknown"
"Henry Chan","M"
"Philip Dunne","M"
"Jimmy Page","M"
"João Botelho","M"
"Migel Delgado","Unknown"
"David DeFalco","M"
"Terence Daw","Unknown"
"Raymond Bernard","M"
"Will Koopman","Unknown"
"Chandan Arora","M"
"Mahesh Nair","Unknown"
"Lee Toland Krieger","M"
"Ryan Polito","Unknown"
"Scott Winant","M"
"Shigetsugu Yoshida","Unknown"
"Kenneth R. Koch","Unknown"
"Tony Hickman","Unknown"
"Sean Dwyer","M"
"Geralyn Pezanoski","Unknown"
"Gerard Johnson","Unknown"
"Shelli Ryan","Unknown"
"Tian Zhuangzhuang","Unknown"
"Lev Kuleshov","M"
"B. Reeves Eason","Unknown"
"Fred Waller","Unknown"
"Walt Disney","M"
"Luiz Villaça","Unknown"
"Jason Stephens","Unknown"
"Paul Whittington","M"
"Hector Stewart","Unknown"
"Ben Caron","Unknown"
"Lance Kawas","M"
"James D. Scurlock","Unknown"
"Wonsuk Chin","Unknown"
"Brandon Beckner","M"
"Pete Walker","M"
"David Peat","Unknown"
"Norman Krasna","M"
"Julian Benedikt","Unknown"
"Fritz Lehner","Unknown"
"Tim Burstall","M"
"Allison R. Hebble","Unknown"
"Michael Hui","M"
"Chuck Bowman","M"
"Konstantin Bronzit","M"
"Gary Weis","M"
"Amol Palekar","M"
"Fredrik Edfeldt","Unknown"
"Manoj Kumar","M"
"Chandra Barot","Unknown"
"Jason Baffa","Unknown"
"Marcos Efron","M"
"Inessa Kovalevskaya","F"
"Enrique Urbizu","Unknown"
"Robert Saitzyk","Unknown"
"Lesley Manning","Unknown"
"Saara Saarela","Unknown"
"Vidhu Vinod Chopra","M"
"J.P. Dutta","M"
"John Holowach","Unknown"
"Diederik Ebbinge","M"
"Sima Urale","Unknown"
"Steven Kastrissios","Unknown"
"Anwar Hajher","Unknown"
"Raj N. Sippy","M"
"Anupam Kher","Unknown"
"Deb Ellis","Unknown"
"Chris Ver Wiel","Unknown"
"Ryan Sohmer","Unknown"
"William Sachs","M"
"Barak Epstein","Unknown"
"Terrence Martin","Unknown"
"Conor McPherson","Unknown"
"Bob Byington","M"
"Leesong Hee-il","M"
"Arev Manoukian","Unknown"
"Robert Kane Pappas","Unknown"
"Mike Million","Unknown"
"Kim Bartley","Unknown"
"Peter Svatek","M"
"José Corbacho","M"
"Miloš Radivojević","Unknown"
"Ronn Seidenglanz","Unknown"
"Frank Martin","Unknown"
"Lee Jeong-hyang","Unknown"
"Helen Stickler","Unknown"
"Michael Thornhill","Unknown"
"Kriv Stenders","Unknown"
"Joe Whiteaker","Unknown"
"Elizabeth Lucas","F"
"Erich Hörtnagl","Unknown"
"Kristopher Belman","Unknown"
"Manyar I. Parwani","Unknown"
"Sandrine Bonnaire","F"
"Per Pallesen","M"
"Tom McComas","Unknown"
"Thomas J. Wright","Unknown"
"William Carr Crofts","Unknown"
"Hoite C. Caston","Unknown"
"Takuya Sato","Unknown"
"Earl Bellamy","M"
"Andy Picheta","Unknown"
"Robert Scheerer","M"
"Randy Daudlin","Unknown"
"Ding Sheng","Unknown"
"Margreth Olin","F"
"Yoshishige Yoshida","M"
"Prince","M"
"Finn Henriksen","Unknown"
"Terje Rangnes","Unknown"
"George Bamber","M"
"Peter Ringgaard","Unknown"
"Arthur Joffé","Unknown"
"Tony Hadlock","Unknown"
"Rajeev Virani","Unknown"
"Joseph Mealey","Unknown"
"Joel Hershman","M"
"Morten Lindberg","Unknown"
"Conrad Rooks","Unknown"
"Amit Rai","Unknown"
"Herbert I. Leeds","M"
"Eugene Forde","M"
"James Tinling","M"
"Sam R. Balcomb","Unknown"
"Mathias Gokalp","Unknown"
"Melih Kançelik","Unknown"
"Åsleik Engmark","M"
"Cyrus Nowrasteh","M"
"Peter Schrøder","Unknown"
"Sune Lund-Sørensen","Unknown"
"Joe Lawlor","Unknown"
"Yuki Iwata","Unknown"
"Nikolaj Cederholm","Unknown"
"Atsuko Fukushima","Unknown"
"Friz Freleng","M"
"Max Fischer","M"
"Timothy Busfield","M"
"Angela Ward Costello","Unknown"
"Joseph Green","Unknown"
"Tommy Pallotta","M"
"Mike Mansfield","Unknown"
"Tonie Marshall","F"
"Gianni Costantino","Unknown"
"Wes Llewellyn","Unknown"
"John Stimpson","M"
"Danielle Franco","Unknown"
"Sam Taylor-Johnson","F"
"Mark Brokaw","M"
"Chaerul Umam","Unknown"
"Ilya Maksimov","Unknown"
"Donnie Yen","M"
"Onir","Unknown"
"Prakash Arora","Unknown"
"Kim Yong-gyun","M"
"Fred C. Brannon","Unknown"
"Rachel Goldenberg","Unknown"
"Abhishek Chaubey","M"
"Carlos Moreno","Unknown"
"Scott Lew","Unknown"
"Azhari Mohd Zain","Unknown"
"Philip Hunt","M"
"Sten Baadsgaard","Unknown"
"Miroslav Momčilović","Unknown"
"Marko Marinković","Unknown"
"Regina Crosby","F"
"Dejan Radonić","Unknown"
"Goran Gajić","Unknown"
"Steven Okazaki","Unknown"
"Rajko Grlić","Unknown"
"Branko Ivanda","Unknown"
"Jack Kinney","M"
"Stefan Arsenijević","Unknown"
"Dejan Karaklajić","Unknown"
"Bernhard Ludwig","Unknown"
"Petar Pašić","Unknown"
"Marco Ponti","Unknown"
"Zdravko Šotra","Unknown"
"Jonathan Freedman","Unknown"
"Lucile Hadzihalilovic","Unknown"
"Keith Snyder","M"
"Heitor Dhalia","M"
"Thomas Haden Church","M"
"Pat Corbitt","Unknown"
"Matthew Miller","M"
"Valerie Landsburg","F"
"Norman Cohn","M"
"Dale Rosenbloom","M"
"Rania Ajami","Unknown"
"Lance Bauscher","Unknown"
"D. Ross Lederman","Unknown"
"Andrew Bujalski","Unknown"
"William Bindley","Unknown"
"Satoko Yokohama","Unknown"
"Matt Farnsworth","M"
"Stuart Maunder","Unknown"
"Bruno Salomone","M"
"Heather Rae","F"
"William R. Kowalchuk Jr.","Unknown"
"Douglas Thigpen","Unknown"
"James L. Conway","M"
"Chris Cowey","Unknown"
"Hubert Cornfield","M"
"Mimi Freedman","Unknown"
"Jack Haley Jr.","M"
"Bruno Chiche","M"
"Joyce Chopra","F"
"Jeff Kwitny","Unknown"
"Paolo Lombardo","Unknown"
"Carmen Piccini","Unknown"
"Pablo Larraín","M"
"Nils Wåhlin","Unknown"
"Matthew Kohnen","M"
"Christian Hallman","Unknown"
"Phil Griffin","M"
"Ahn Sang-Hoon","Unknown"
"Nicole Garcia","F"
"Ovidio G. Assonitis","Unknown"
"Alain Tanner","Unknown"
"Jacob Bitsch","Unknown"
"Richard L. Bare","M"
"Andrés Baiz","Unknown"
"Eduardo Rossoff","Unknown"
"Alberto Sironi","M"
"Kevin VanHook","M"
"Patxi Amézcua","Unknown"
"Marcel de Vré","Unknown"
"Ted Fox","M"
"Michael Maliani","Unknown"
"Carlos Molinero","Unknown"
"Nassim Amaouche","Unknown"
"Vít Klusák","Unknown"
"Igor Veyshtagin","Unknown"
"Mitch Gould","M"
"Christopher Coppola","M"
"Alec Baldwin","M"
"Bent Christensen","M"
"Carl Ottosen","M"
"Mustafa Altıoklar","Unknown"
"Christian Dyekjær","Unknown"
"Yukinari Hanawa","Unknown"
"Robert Ménard","Unknown"
"Jane Simpson","F"
"Roy Burdine","Unknown"
"Tor Ramsey","Unknown"
"Joe Black","Unknown"
"Jim Field Smith","M"
"Brad Jurjens","M"
"Lance Daly","Unknown"
"Hal Barwood","Unknown"
"Jonas Mekas","M"
"Daniel Lanois","M"
"Christopher Hampton","M"
"Karl Zwicky","M"
"Paul McCartney","M"
"Sohrab Mohammad","Unknown"
"Kaywan Mohsen","Unknown"
"Colin Arlen","Unknown"
"Alexander Jovy","Unknown"
"Chris Jaymes","M"
"Charlotte Sieling","Unknown"
"Minoru Kawasaki","Unknown"
"Ivan Engler","Unknown"
"Walter Carvalho","M"
"John Kavanaugh","Unknown"
"Paul Mercier","M"
"Matthew Warchus","Unknown"
"Ray Kellogg","M"
"Alex Nicol","M"
"John Watkin","Unknown"
"Ruairi Robinson","Unknown"
"Chris Malloy","Unknown"
"Chuck Hartsell","Unknown"
"Thomas Campbell","Unknown"
"Tiffany Campbell","Unknown"
"Marc Rosenbush","Unknown"
"Olaf Encke","Unknown"
"Jordan Barker","Unknown"
"Marc Craste","Unknown"
"Derek Burbidge","Unknown"
"Amanda Whittington","Unknown"
"Jay DiPietro","M"
"Geo Saizescu","M"
"Poj Arnon","M"
"William Alland","Unknown"
"Ashwani Dhir","Unknown"
"Lewis R. Foster","M"
"Dennis Satin","M"
"Geoff Posner","M"
"Roy Battersby","M"
"John Baumgartner","M"
"Hu Mei","Unknown"
"Manne Lindwall","M"
"Alex Roman","Unknown"
"Paul Ruven","M"
"Bob Godfrey","Unknown"
"Tetsu Kimura","Unknown"
"Kerry Anne Mullaney","Unknown"
"Carlos Diegues","M"
"Rob Diamond","Unknown"
"Fernando Eimbcke","M"
"Peter Strickland","M"
"John Mckenzie","Unknown"
"Reinert Kiil","Unknown"
"Kenneth Bi","Unknown"
"Trisha Ziff","Unknown"
"Roger Weisberg","Unknown"
"Brian Pulido","M"
"Sophie Fiennes","Unknown"
"Sally Field","F"
"Paul Jay","Unknown"
"Justin Zackham","M"
"Eurika Pratts","F"
"Mick Davis","M"
"Michael A. Simpson","M"
"Fernando Kalife","M"
"Dirk B.G. Driksen","Unknown"
"Joe Reese","Unknown"
"Dione Newton","Unknown"
"Don McGlynn","Unknown"
"Chris Shadley","Unknown"
"Robert J. Smawley","Unknown"
"Xavier Leret","Unknown"
"Daniel Grodnik","M"
"Natalie Paige Bentley","Unknown"
"Mahesh Bhatt","M"
"Alfred Clark","Unknown"
"Jem Cohen","M"
"Dave McLaughlin","M"
"James Longley","Unknown"
"Mahmut Fazıl Coşkun","Unknown"
"Kevin Heffernan","M"
"David Scott","Unknown"
"Nonthakorn Thaveesuk","Unknown"
"Veljko Bulajić","M"
"Gillian Grisman","Unknown"
"Joel Lamangan","M"
"William Girdler","M"
"William Sterling","M"
"Gerardo de Leon","Unknown"
"Dominique Monfery","Unknown"
"Lionel Jeffries","Unknown"
"Mike Fallows","Unknown"
"Julio De Grazia","M"
"Duncan Christie","Unknown"
"Jon Harris","M"
"Yasuo Furuhata","Unknown"
"Federico Moccia","M"
"Michael Craft","Unknown"
"Bobby Paunescu","Unknown"
"Shawn Amos","Unknown"
"Mike Parkinson","Unknown"
"Gary Binkow","Unknown"
"Bill Hicks","M"
"Andy Schatzberg","Unknown"
"Patrick Kong","Unknown"
"Adam Silver","M"
"Santo Scardillo","Unknown"
"Bradley Walsh","M"
"Alan Smithee","Unknown"
"Harry Harris","M"
"Judith Ehrlich","Unknown"
"Joey Stewart","M"
"Andrei Kavun","Unknown"
"Kevin Hamedani","M"
"Carlos Iglesias","M"
"Fredrik Lindström","M"
"Spiro Razatos","Unknown"
"Geneviève Robert","Unknown"
"Dusty DePree","Unknown"
"Gigi Gaston","Unknown"
"Gareth Evans","Unknown"
"Keven McAlester","Unknown"
"Thiru","Unknown"
"Adam Coleman Howard","M"
"Harold Clurman","M"
"Tom Ford","M"
"Olivier Jean-Marie","M"
"Lau Kar-Wing","M"
"Peter Christopherson","Unknown"
"David Blair","M"
"Rolf Lyssy","Unknown"
"Jayme Monjardim","Unknown"
"Anders Lennberg","Unknown"
"Sam Maccarone","Unknown"
"David Siqueiros","Unknown"
"D.J. Markuson","Unknown"
"D.G. Brock","Unknown"
"Alexander Williams","M"
"Jordan Copeland","Unknown"
"Lennart Gustafsson","Unknown"
"Oktay Ortabasi","Unknown"
"Matt Cimber","Unknown"
"Jacek Bromski","M"
"Eva Eriksson","Unknown"
"Andrés Luque","M"
"Anthony Neilson","Unknown"
"Philippe Vallois","Unknown"
"Mike Reiss","M"
"Marcus Stern","Unknown"
"Antonio Nuić","Unknown"
"Peter Webb","Unknown"
"Maxwell Shane","M"
"Michael Hjorth","Unknown"
"Michael DeLuise","M"
"Tom Moore","M"
"Sukumar","M"
"Vijay Lalwani","Unknown"
"Emmett Malloy","M"
"Peter Stebbings","M"
"David Ridgen","M"
"Hiroyoshi Shimizu","Unknown"
"Hugh Harman","M"
"Renato De Maria","M"
"Mikio Hirota","Unknown"
"Nick Barratt","Unknown"
"Alan Poul","M"
"Richard Frankland","Unknown"
"Wenn V. Deramas","Unknown"
"Hiroshi Ikeda","Unknown"
"Adam Curtis","M"
"Matt Norman","Unknown"
"Anthony McCarten","Unknown"
"Sawa Suicide","Unknown"
"Bernard Chauly","Unknown"
"Kaizô Hayashi","Unknown"
"Roman Kachanov","M"
"Jim VanBebber","Unknown"
"Brian Percival","M"
"William A. O'Connor","Unknown"
"Belén Macías","Unknown"
"Terry Green","Unknown"
"Bill Crooks","Unknown"
"Tom Fernández","M"
"Michaël Weill","M"
"Robert McKimson","M"
"Julian Nicole-Kay","Unknown"
"Richard Robbins","M"
"Damjan Kozole","Unknown"
"Narciso Ibáñez Serrador","Unknown"
"Daniel Fridell","Unknown"
"James Jandak Wood","Unknown"
"David Bilcock","Unknown"
"Vince Vieluf","M"
"Santiago Carlos Oves","Unknown"
"Chung Yoon-chul","M"
"Bart van Leemputten","M"
"Susanna White","Unknown"
"Valérie Guignabodet","Unknown"
"Pascal Bourdiaux","M"
"Warwick Holt","Unknown"
"Billy Tang","Unknown"
"Kim Strømstad","Unknown"
"Peter Callow","Unknown"
"Jordan Scott","F"
"Richard LeMay","Unknown"
"Meghna Gulzar","Unknown"
"Nancy Kissam","Unknown"
"David Kane","M"
"Fuyuhiko Nishi","Unknown"
"Vera Stroyeva","F"
"Eugène Lourié","M"
"Michael Schwarz","Unknown"
"Brad T. Gottfred","Unknown"
"Diana Lee Inosanto","Unknown"
"Neeraj Pathak","M"
"Hiroshi Watanabe","Unknown"
"Jonathan Miller","Unknown"
"Giordano Gederlini","Unknown"
"Sean Abley","M"
"Chester Novell Turner","Unknown"
"Frank Ripploh","Unknown"
"Redge Mahaffey","Unknown"
"Tom Graeff","M"
"Alexander E. Sokoloff","Unknown"
"Marcus Warren","M"
"Steve Purcell","Unknown"
"Rupert Murray","M"
"John Marshall","M"
"Lucian Pintilie","M"
"A. Taner Elhan","Unknown"
"Davis Doi","M"
"Paul Hills","Unknown"
"David Hoffman","M"
"Nick Cohen","M"
"Brian Ide","Unknown"
"Cher","F"
"Mark Goffman","Unknown"
"Markus Goller","M"
"Noah Buschel","Unknown"
"Andrew Lewis","Unknown"
"David Semel","M"
"David Horn","Unknown"
"Sean Doyle","Unknown"
"Pierre Rehov","Unknown"
"Brad Helmink","M"
"Greg Page","Unknown"
"Chris Lavis","Unknown"
"Mat Whitecross","M"
"Jan Schütte","M"
"Jean-François Delassus","Unknown"
"Makoto Yamada","Unknown"
"Shunya Ito","M"
"Steve Nemsick","Unknown"
"Tova Magnusson-Norling","Unknown"
"Mark Stirton","Unknown"
"Adam Ahlbrandt","M"
"Jonas Frick","Unknown"
"Erik Leijonborg","Unknown"
"Clare Peploe","F"
"Jonas Cornell","Unknown"
"Matthew Newton","M"
"Richard Waterhouse","Unknown"
"Ken Jubenvill","M"
"Paul King","M"
"Christos Dimas	 	","Unknown"
"Peter Manus","Unknown"
"Ferdinand Fairfax","M"
"Hsiao-tse Cheng","Unknown"
"Franz Osten","Unknown"
"Tim Allen","M"
"David Michôd","M"
"Patrick Huard","M"
"George Fitzmaurice","M"
"John Reinhardt","M"
"Joël Séria","Unknown"
"Gennaro Nunziante","Unknown"
"Salvador Litvak","Unknown"
"Everett Lewis","M"
"Joe Pickett","Unknown"
"Chandler Tuttle","Unknown"
"Eric Donell","Unknown"
"Paresh Mokashi","Unknown"
"Guido Pieters","M"
"Thomas Kaiser","Unknown"
"Hisayuki Toriumi","Unknown"
"Stephen Cornwell","M"
"Marc Smerling","M"
"Valdís Óskarsdóttir","Unknown"
"Kurando Mitsutake","Unknown"
"Nicolae Margineanu","Unknown"
"BJ Davis","Unknown"
"Amin Matalqa","Unknown"
"Indra Siera","Unknown"
"Javier Ruiz Caldera","M"
"Stephen Sayadian","Unknown"
"Hari","Unknown"
"Kevin James Dobson","M"
"Marco Pontecorvo","M"
"Matheus Souza","Unknown"
"Jonathan Mossek","M"
"Theeratorn Siriphunvaraporn","Unknown"
"Linda Pedersen","Unknown"
"Christine Swanson","F"
"Ali Samadi Ahadi","M"
"Jake Goldberger","M"
"Julie Anne Robinson","F"
"David Nixon","M"
"Jorge Lanata","Unknown"
"Shyam Benegal","M"
"Jesse Vaughan","Unknown"
"Irving Klaw","Unknown"
"Stephen Vidano","Unknown"
"Paul Kermizian","Unknown"
"Steven Green","Unknown"
"Peter Mervis","Unknown"
"Ted W. Crestview","Unknown"
"Kenny Hwang","Unknown"
"Stan Foster","M"
"Paolo Solvay","Unknown"
"Timothy A. Chey","M"
"Tao Ruspoli","Unknown"
"Sam Miller","M"
"Jake Cashill","Unknown"
"Markku Pölönen","Unknown"
"Arnaud Malherbe","Unknown"
"Sadullah Şentürk","Unknown"
"John Donne","Unknown"
"Maciej Żak","Unknown"
"Leon Bashir","M"
"Jacob Gentry","M"
"Szabolcs Hajdu","Unknown"
"Johan Nijenhuis","Unknown"
"Anthony Young","M"
"Wilfred Jackson","M"
"Crane Wilbur","M"
"Patrick O'Dell","Unknown"
"Noh Young-Seok","Unknown"
"Maurice Labro","Unknown"
"Kim Hutchinson","Unknown"
"Amir Muhammad","Unknown"
"Kim Yeong-min","M"
"Gustavo Cova","Unknown"
"Michel Soutter","Unknown"
"Erez Tadmor","M"
"Maurice Jamal","M"
"Thierry Zéno","Unknown"
"Moshé Mizrahi","Unknown"
"John Kincade","Unknown"
"George Whaley","Unknown"
"José Antonio Dorado","Unknown"
"Colin Dench","Unknown"
"Laurent Chevallier","Unknown"
"Cass Warner","Unknown"
"Rafael Monleón","Unknown"
"Mark Stevens","Unknown"
"Ralph Ince","M"
"Robert Frank","Unknown"
"Alan Bunce","Unknown"
"Stephen Poliakoff","M"
"Mucci Fassett","Unknown"
"Danny Schechter","Unknown"
"Pau Freixas","Unknown"
"Neal Sundstrom","Unknown"
"Daniel De La Vega","M"
"Gregory Gieras","Unknown"
"Ruel Bayani","Unknown"
"Ugur Yücel","Unknown"
"Durul Taylan","M"
"Axel PauPorte","Unknown"
"Hart Perry","Unknown"
"Helvécio Ratton","Unknown"
"Simcha Jacobovici","M"
"Gilbert Po","Unknown"
"Jonathan Zarantonello","Unknown"
"St. John Legh Clowes","Unknown"
"Mara Mourão","Unknown"
"Mark Beesley","M"
"Mihai Iacob","Unknown"
"Frank Wiering","Unknown"
"Andrew J. Holden","Unknown"
"Aaron Franz","Unknown"
"Charles Romine","Unknown"
"Patty Sharaf","Unknown"
"Philip Gardiner","Unknown"
"Edward Sanders","Unknown"
"Marcus Mortimer","Unknown"
"Peter Kay","M"
"Russell Holt","Unknown"
"Eric Mendelsohn","M"
"Joe Winston","Unknown"
"Guy Baskin","Unknown"
"Richard Grove","M"
"Hitoshi Iwamoto","Unknown"
"James Benning","M"
"Henri Xhonneux","M"
"Koji Yamamura","Unknown"
"Daisuke Yamanouchi","Unknown"
"Hisayasu Satô","M"
"Thomas Heinemann","Unknown"
"Yuriy Norshteyn","Unknown"
"Penelope Buitenhuis","F"
"Gabriel Szollosy","Unknown"
"Shūji Terayama","Unknown"
"Nobuhiro Doi","Unknown"
"Kenneth Anger","M"
"John Millea","M"
"Goran Radovanović","Unknown"
"Thomas Schadt","Unknown"
"Flavia Moraes","M"
"Aaron Aites","M"
"Gunnar Sommerfeldt","Unknown"
"Kate Bush","F"
"Nicole Rittenmeyer","Unknown"
"Zaida Bergroth","Unknown"
"Kristoffer Tabori","M"
"Nina Hedenius","Unknown"
"Jorge Nisco","M"
"Martin R. Smith","Unknown"
"Scott Maginnis","Unknown"
"Luis Aira","Unknown"
"Fyodor Khitruk","M"
"Ryoo Seung-jin","Unknown"
"Garrett Bennett","Unknown"
"Hiroyuki Nasu","Unknown"
"Park Je-hyun","Unknown"
"Park Dae-young","M"
"James Yuen","Unknown"
"Takuji Kitamura","Unknown"
"Chris Jones","Unknown"
"Nam Sang-Guk","Unknown"
"Yasuo Baba","Unknown"
"Katsuhide Motoki","M"
"Panagiotis Fafoutis","Unknown"
"Brett Lowell","Unknown"
"Tatsuya Nagamine","Unknown"
"Tetsuharu Nakamura","M"
"Hiroyuki Kakudou","Unknown"
"Shinji Ushiro","Unknown"
"Kunio Miyoshi","Unknown"
"Ayton Davis","Unknown"
"Okihiro Yoneda","Unknown"
"Lasse Nolte","Unknown"
"Eric Louzil","Unknown"
"Bruce Kimmel","M"
"SABU","M"
"Yûji Makiguchi","Unknown"
"Florian Hoffmeister","M"
"Hajime Tabe","Unknown"
"Kazuhito Kuramoto","Unknown"
"Michael Benson","Unknown"
"Lucifer Valentine","Unknown"
"Lisandro Alonso","M"
"Robin Schiff","F"
"Mark Roper","M"
"Janusz Majewski","M"
"Alberto Sciamma","Unknown"
"Lam Ching-Ying","M"
"Amo Bek-Nazaryan","Unknown"
"Kazushi Watanabe","Unknown"
"Matthias Kopp","Unknown"
"Gabrielle Beaumont","Unknown"
"Thomas Stuber","Unknown"
"Jerry P. Jacobs","M"
"Thomas Roth","M"
"Jean-Marc Moutout","Unknown"
"Hans-Ulrich Schlumpf","Unknown"
"Yôichi Higashi","M"
"Fredrik Gertten","Unknown"
"Hugo Guerra","Unknown"
"Park Chan-ok","F"
"Carl Colpaert","M"
"Arthur Dreifuss","M"
"Matthew Wortman","Unknown"
"Riley Yip","Unknown"
"Matthias X. Oberg","Unknown"
"Bob Swaim","M"
"Anna Jadowska","Unknown"
"Ryszard Zatorski","Unknown"
"Maciej Dutkiewicz","Unknown"
"Roman Zaluski","Unknown"
"Jerzy Stuhr","Unknown"
"Andrzej Seweryn","M"
"Janusz Zaorski","Unknown"
"Rafał Wieczyński","Unknown"
"Magdalena Piekorz","F"
"Teresa Kotlarczyk","Unknown"
"Marek Piwowski","Unknown"
"Borys Lankosz","Unknown"
"Konrad Aksinowicz","Unknown"
"Pawel Borowski","Unknown"
"Ladislav Smoljak","M"
"Xawery Żuławski","Unknown"
"Agnieszka Wojtowicz-Vosloo","F"
"Hope Perello","F"
"Dickie Jobson","Unknown"
"Gavin Wilding","M"
"Edvin Laine","Unknown"
"Brett Harvey","Unknown"
"Robert Raphael Goodman","Unknown"
"Grant Woodhill","Unknown"
"Radley Metzger","M"
"Benjamin Franzen","Unknown"
"Charles Bennett","M"
"Steve-O","M"
"Curtiss Clayton","M"
"Dave Diamond","Unknown"
"Frank Q. Dobbs","M"
"Garson Kanin","M"
"Phil Whitman","M"
"Arthur Pierson","M"
"James Boss","Unknown"
"Lothar Mendes","M"
"Tibor Hernádi","Unknown"
"George Eastman","Unknown"
"David Morris","M"
"James Kerwin","Unknown"
"Gary J. Tunnicliffe","M"
"Phillip Rhee","M"
"Christian Schoyen","Unknown"
"Greg Yaitanes","M"
"Ian McCrudden","Unknown"
"John Roberts","M"
"Matthew Aeberhard","M"
"Nikolaus Leytner","M"
"Richard Boddington","M"
"Jesse Thomas Cook","Unknown"
"Artur Wiecek","M"
"Lee Abbott","Unknown"
"Melanie Orr","F"
"James Van Alden","Unknown"
"Coky Giedroyc","F"
"Patrick Marrero","Unknown"
"Sarah Kelly","Unknown"
"John Larkin","Unknown"
"Zhang Yuan","Unknown"
"Bruce W. Smith","Unknown"
"Juan Pablo Buscarini","Unknown"
"Emilis Velyvis","Unknown"
"Maciej Pieprzyca","Unknown"
"Mariusz Malec","Unknown"
"Dariusz Gajewski","Unknown"
"Travis Betz","Unknown"
"James Robinson","M"
"Benjamin Heisenberg","M"
"Max Makowski","Unknown"
"Florian Flicker","M"
"Lexy Lovell","F"
"Stanley Nelson","Unknown"
"Sut Jhally","Unknown"
"Frank Theys","Unknown"
"Yoon Jae-goo","Unknown"
"Wong Fung","M"
"Michael Staininger","M"
"Isabel Machado","Unknown"
"Bruno Podalydès","M"
"Elvis Restaino","Unknown"
"Renata Litvinova","Unknown"
"Inna Evlannikova","F"
"Konstantin Maksimov","Unknown"
"Dmitri Voronkov","Unknown"
"Don Appell","Unknown"
"Philip Zimbardo","Unknown"
"Scott Crary","Unknown"
"Guylaine Dionne","Unknown"
"Masahiko Murata","Unknown"
"José Quintero","M"
"Greg Franklin","Unknown"
"Dana Heinz Perry","Unknown"
"Hal E. Chester","M"
"Shemi Zarhin","Unknown"
"Dina Zvi-Riklis","Unknown"
"Susan Dynner","Unknown"
"Bart Phillips","Unknown"
"Robert Schindel","Unknown"
"John Fasano","M"
"Ere Kokkonen","M"
"Mircea Plângau","Unknown"
"Bruce Parramore","Unknown"
"Reinout Oerlemans","M"
"Leonardo Favio","Unknown"
"Sherman Lau","Unknown"
"Kenny Golde","Unknown"
"Kåre Bergstrøm","M"
"John Palmer","Unknown"
"Tarik Saleh","M"
"Mary Crisp","Unknown"
"Michael G. Johnson","Unknown"
"Joel Gilbert","Unknown"
"Louis J. Gasnier","Unknown"
"Marshall Neilan","M"
"Andreas Brink","Unknown"
"Lizzie Borden","Unknown"
"S. William Hinzman","Unknown"
"Gary Johnstone","Unknown"
"George Melford","Unknown"
"Robin Jensen","Unknown"
"Edward Montagne","M"
"Kirk Bowman","Unknown"
"Johnny Asuncion","Unknown"
"Yasuhiro Takemoto","Unknown"
"Don Lusk","Unknown"
"Shen Xiling","Unknown"
"Alfredo Castiglioni","Unknown"
"Mikio Naruse","Unknown"
"Nicolas Weber","M"
"Russell Solberg","Unknown"
"Luigi Batzella","Unknown"
"Suzan Pitt","Unknown"
"Stuart Samuels","Unknown"
"Lucas Lowe","M"
"Walter Boos","Unknown"
"Ernst Hofbauer","Unknown"
"Marie Poledňáková","Unknown"
"Masamitsu Hidaka","Unknown"
"Heiko Fipper","Unknown"
"Heidi Kranz","F"
"Florian Gärtner","M"
