"Director_Name","Language","Language_Fullname"
"Alexander Holt","en","English"
"Charles Lederer","en","English"
"Jen Soska","en","English"
"Pete Michels","en","English"
"Henry Ansbacher","en","English"
"Danielle Gardner","en","English"
"József Magyar","hu","Hungarian"
"Maurizio Sciarra","it","Italian"
"Nuala O'Connor","en","English"
"Samson Samsonov","ru","Russian"
"Jean Veber","en","English"
"Nick Rotundo","en","English"
"Poon Man-Kit","en","English"
"Evelyn Purcell","en","English"
"Juan Carlos Vargas","de","German"
"Paul Dugdale","en","English"
"Hubert Gillet","en","English"
"Scott D. Rosenbaum","en","English"
"Norman Stone","en","English"
"Ahmed Rachedi","en","English"
"Kwangmo Lee","ko","Korean"
"Jian Chen","en","English"
"Michael Kuhn","en","English"
"Denise Filiatrault","fr","French"
"Pim de la Parra","nl","Dutch; Flemish"
"Dustin Loose","de","German"
"Felicitas Korn","de","German"
"Vicente Escrivá","es","Spanish; Castilian"
"Pascal Aubier","en","English"
"Tanya Wexler","en","English"
"Idrissa Ouedraogo","en","English"
"Daniele Gangemi","it","Italian"
"Piotr Kamler","en","English"
"Cindy Baer","en","English"
"Robin Campillo","fr","French"
"Geoff Hamby","en","English"
"Bala","ta","Tamil"
"Paul Paviot","fr","French"
"Farid Kamil","en","English"
"Julius Amédé Laou","fr","French"
"Viktor Tourjansky","de","German"
"Manuel García Ferré","en","English"
"Radomir Vasilevsky","en","English"
"Klaus Stern","de","German"
"In-kwang Yeo","en","English"
"Karel Steklý","cs","Czech"
"Stephen Auerbach","en","English"
"Ada Neretniece","lv","Latvian"
"Rudy Wurlitzer","fr","French"
"Jean-Louis Daniel","fr","French"
"Claudio Bonivento","it","Italian"
"Kad Merad","fr","French"
"Francis Leclerc","fr","French"
"Aleksandrs Leimanis","lv","Latvian"
"Dmitri Fiks","en","English"
"Vladimir Vengerov","en","English"
"Édouard Luntz","fr","French"
"Jean-Louis Bertuccelli","fr","French"
"Irène Jouannet","fr","French"
"Alexandre Astruc","fr","French"
"Larysa Kondracki","en","English"
"Jonathan Newman","en","English"
"Guido Pappadà","it","Italian"
"David Pinillos","en","English"
"Peter Gantzler","da","Danish"
"Razvan Radulescu","en","English"
"Dennis Todorović","de","German"
"Dustin Rikert","en","English"
"Russell DeGrazier","en","English"
"Ted Campbell","en","English"
"Rhys Davies","en","English"
"Lee Madsen","en","English"
"Ravi L. Bharwani","en","English"
"Michael Lange","en","English"
"Karel Janák","cs","Czech"
"Mariano Baino","en","English"
"Ian Pringle","en","English"
"Rashaad Ernesto Green","en","English"
"Jean-François Amiguet","fr","French"
"Jérôme Diamant-Berger","fr","French"
"Vincent Lannoo","en","English"
"Claude Weisz","fr","French"
"Marian Handwerker","fr","French"
"Aleksander Ford","pl","Polish"
"Burt Lancaster","en","English"
"Masamune Shirow","ja","Japanese"
"Ludvík Ráža","cs","Czech"
"Pavel Jandourek","cs","Czech"
"Jaroslav Brabec","cs","Czech"
"Hajime Kadoi","ja","Japanese"
"Kazuhiro Soda","en","English"
"Luis César Amadori","en","English"
"Myriam Aziza","fr","French"
"Jacques Séverac","en","English"
"Charles de Meaux","fr","French"
"Miles Kahn","en","English"
"Simone North","en","English"
"Nicholas Peterson","en","English"
"Charles Kiselyak","en","English"
"Torben Skjødt Jensen","da","Danish"
"Pál Fejős","en","English"
"Robert Benayoun","fr","French"
"Sophie Deraspe","en","English"
"Brook Silva-Braga","en","English"
"April Mullen","en","English"
"Oliver Schwabe","de","German"
"Ulrike Franke","de","German"
"Pia Marais","de","German"
"Glauber Rocha","pt","Portuguese"
"Corey Feldman","en","English"
"Nick Tomnay","en","English"
"Vasanth","en","English"
"Krish (Radhakrishna Jagarlamudi)","en","English"
"Stevan Riley","en","English"
"Thirumurugan","en","English"
"Vikraman","en","English"
"V. Ravichandran","en","English"
"S. P. Muthuraman","en","English"
"Manobala","en","English"
"C. Rudhraiya","ta","Tamil"
"Durai","en","English"
"P. Madhavan","en","English"
"P. C. Sreeram","ta","Tamil"
"Santhana Bharathi","en","English"
"K.S. Sethumadhavan","en","English"
"Prathap K Pothan","en","English"
"A. Vincent","ml","Malayalam"
"Léon Mathot","fr","French"
"Philippe Collin","fr","French"
"Tom Tataranowicz","en","English"
"Brian Kelly","en","English"
"David M. Matthews","en","English"
"Suraj","ta","Tamil"
"Arjun Sarja","en","English"
"F.J. Ossang","en","English"
"Pierre Zucca","fr","French"
"Cheick Oumar Sissoko","en","English"
"Metodi Andonov","bg","Bulgarian"
"Tolga Karaçelik","tr","Turkish"
"Ulla Wagner","de","German"
"Hartmut Schoen","de","German"
"Steven Paul","en","English"
"Dagmar Hirtz","de","German"
"Beto Gómez","en","English"
"Hideo Onchi","ja","Japanese"
"Fernand Melgar","es","Spanish; Castilian"
"Michael Landon","en","English"
"Jamal Joseph","en","English"
"Katia Lewkowicz","fr","French"
"Danishka Esterhazy","en","English"
"Clara van Gool","en","English"
"Sylvie Ballyot","en","English"
"Cassandra Nicolaou","en","English"
"Kevin Fitzgerald","en","English"
"Wang Guangli","en","English"
"Ed W. Marsh","en","English"
"Brice Mack","en","English"
"Gilles Carle","en","English"
"Eric Saperston","en","English"
"Shinji Sômai","ja","Japanese"
"Jean Valère","fr","French"
"Hawthorne James","en","English"
"Guy Norris","en","English"
"Paul S. Myers","en","English"
"Dick Huemer","en","English"
"Mel Ferrer","en","English"
"Don Dohler","en","English"
"Millicent Shelton","en","English"
"Israel Luna","en","English"
"Dominique Delouche","en","English"
"Magali Clément","fr","French"
"Yves Mirande","fr","French"
"Heinz Rühmann","de","German"
"Leon Ford","en","English"
"Mami Sunada","ja","Japanese"
"Danilo Šerbedžija","hr","Croatian"
"Somching Srisupap","th","Thai"
"Ariane Mnouchkine","fr","French"
"D.J. Lynch","tr","Turkish"
"Louis Daquin","fr","French"
"Michel Drach","fr","French"
"Ludwig Berger","en","English"
"Claude Jutra","en","English"
"Alex Holmes","en","English"
"Roman Balayan","ru","Russian"
"Mikhail Yershov","ru","Russian"
"Eduardo Mendoza de Echave","es","Spanish; Castilian"
"Alfréd Radok","cs","Czech"
"Dani Menkin","en","English"
"Irving Brecher","en","English"
"Erik Matti","en","English"
"Shane Dax Taylor","en","English"
"John Schneider","en","English"
"Pamela Tanner Boll","en","English"
"S. Lee Pogostin","en","English"
"Gail Dolgin","en","English"
"Toshiya Ueno","ja","Japanese"
"Neill Dela Llana","en","English"
"Shum Wai","cn",NA
"Cindy Meehl","en","English"
"Karen Goodman","en","English"
"Carlos Benpar","es","Spanish; Castilian"
"Drew Bell","en","English"
"Lesli Klainberg","en","English"
"Pedro Serrazina","pt","Portuguese"
"Antoine Blossier","fr","French"
"Willy Smax","en","English"
"Michael J. Saul","en","English"
"Jean-Louis Richard","fr","French"
"Saul J. Turrell","en","English"
"Sam Karmann","en","English"
"Tatsumi Kumashiro","en","English"
"Pierre Perrault","fr","French"
"Andrei Ujica","en","English"
"Liria Bégéja","fr","French"
"Alain Fleischer","en","English"
"Vladimir Kott","ru","Russian"
"Frank Cassenti","fr","French"
"Pierre Jourdan","en","English"
"Élisabeth Rappeneau","fr","French"
"Edgar Reitz","de","German"
"Carol Wiseman","en","English"
"Fabienne Berthaud","fr","French"
"León Gieco","es","Spanish; Castilian"
"Ziggy Steinberg","en","English"
"Jean-Louis Comolli","en","English"
"Pierre Étaix","fr","French"
"Rosemberg Cariry","pt","Portuguese"
"Lima Barreto","en","English"
"Boris Bertram","en","English"
"Mardi Rustam","en","English"
"Roger Hanin","fr","French"
"Rémi Waterhouse","fr","French"
"Hélène Angel","fr","French"
"Luca Boni","en","English"
"Mohana Krishna Indraganti","te","Telugu"
"Aleksandr Mitta","ru","Russian"
"Caruth C. Byrd","en","English"
"Mark Millhone","en","English"
"George Dugdale","en","English"
"Fernand Rivers","fr","French"
"Justin Kurzel","en","English"
"Esben Toft Jacobsen","en","English"
"John Chester","en","English"
"Aleksandr Zarkhi","en","English"
"Shai Miedzinski","en","English"
"Sandor Jesse","de","German"
"Peter Carter","en","English"
"Mikheil Chiaureli","ka","Georgian"
"Roger Mills","en","English"
"Dave Silver","en","English"
"Yuri Feting","en","English"
"M. Mohanan","ml","Malayalam"
"Timothy Friend","en","English"
"Ryan Parrott","en","English"
"John Michael McDonagh","en","English"
"David Blyth","en","English"
"Ivar Johansson","en","English"
"Michael J. Sarna","en","English"
"Samuel Guillaume","en","English"
"Roberto Gervitz","pt","Portuguese"
"Vera Plívová-Simková","cs","Czech"
"Toni Kalem","en","English"
"Arthur Fontes","en","English"
"Jeremiah Zagar","en","English"
"Dan Martin","en","English"
"Luc Riolon","aa","Afar"
"Schamyl Bauman","sv","Swedish"
"Carla Camurati","pt","Portuguese"
"Vetrimaran","ta","Tamil"
"Benoît Philippon","fr","French"
"Ana Katz","en","English"
"Nik Sheehan","en","English"
"Steven Peros","en","English"
"Hristos Nikoleris","el","Greek, Modern (1453-)"
"Harry Watt","en","English"
"André Farwagi","de","German"
"Seth Pinkser","en","English"
"Anibal Massaini Neto","pt","Portuguese"
"Joaquim Pedro de Andrade","pt","Portuguese"
"Andrew Parkinson","en","English"
"Sergei Kolosov","en","English"
"John David Coles","en","English"
"Susan Saladoff","en","English"
"Michael Grimshaw","en","English"
"Kim Min-suk","ko","Korean"
"Vibeke Muasya","da","Danish"
"Amole Gupte","en","English"
"Francisco Vargas","es","Spanish; Castilian"
"Dave Rock","en","English"
"Robert Gustafsson","en","English"
"Gustaf Molander","sv","Swedish"
"Helena Třeštíková","en","English"
"Paul Wilmshurst","en","English"
"Paul Atkins","en","English"
"Gaspar Hernandez III","de","German"
"Jens Schanze","de","German"
"Charles Chauvel","en","English"
"Peter Cohen","en","English"
"Fien Troch","nl","Dutch; Flemish"
"Marilyn Manson","en","English"
"Risteard Ó Domhnaill","en","English"
"Sylvain Guy","fr","French"
"Mel Bucklin","en","English"
"Lưu Huỳnh","vi","Vietnamese"
"David Donar","en","English"
"Thomas Schamoni","de","German"
"Adam Deacon","en","English"
"Michael Boydstun","en","English"
"Tamar van den Dop","nl","Dutch; Flemish"
"Masahiro Sugano","en","English"
"Ed Roe","en","English"
"Bryan W. Simon","en","English"
"W. Tray White","en","English"
"Stéphane Lapointe","fr","French"
"Norman Ferguson","en","English"
"Ron Sperling","en","English"
"Stefan Eling","en","English"
"Shinji Takamatsu","ja","Japanese"
"Peter Mettler","en","English"
"Ismail Merchant","en","English"
"Hans-Christoph Blumenberg","de","German"
"Thorsten Näter","de","German"
"Piotr Szczepański","pl","Polish"
"Mr. Lawrence","en","English"
"Jonathan Meyers","en","English"
"Andrzej Maleszka","pl","Polish"
"Jacek Koprowicz","pl","Polish"
"Marcin Wrona","pl","Polish"
"Andrzej Kotkowski","pl","Polish"
"Jacek Lusiński","pl","Polish"
"Sikander Goldau","de","German"
"Barry Bowles","en","English"
"Christian Davi","en","English"
"Rain Tolk","et","Estonian"
"Tobias Falk","en","English"
"Jessica Oreck","en","English"
"Roger Sorkin","en","English"
"Shiro Toyoda","ja","Japanese"
"Daoud Abdel Sayed","ar","Arabic"
"Tom Skerritt","en","English"
"Leo Penn","en","English"
"Marin Karmitz","en","English"
"Louis Fox","en","English"
"Krzysztof Lukaszewicz","pl","Polish"
"Wieslaw Saniewski","pl","Polish"
"Michal Rogalski","pl","Polish"
"Filip Bajon","en","English"
"Maciej Wojtyszko","pl","Polish"
"Tadeusz Król","pl","Polish"
"Frances Lea","en","English"
"Brad Schiff","en","English"
"Daying Ye","zh","Chinese"
"Dan Goldman","en","English"
"Serge Frydman","fr","French"
"Mike Booth","en","English"
"Jinsei Tsuji","ja","Japanese"
"Ann Hu","en","English"
"Jacob Rosenberg","en","English"
"Scott Zakarin","en","English"
"Piet Kroon","en","English"
"Esa Illi","fi","Finnish"
"Patrick Sébastien","fr","French"
"Kaljo Kiisk","en","English"
"Skip Schoolnik","en","English"
"Louis Bolduc","en","English"
"Omar Benson Miller","en","English"
"Eileen O'Meara","en","English"
"Dilip Mehta","en","English"
"Justin Eugene Evans","en","English"
"Jerzy Antczak","pl","Polish"
"Setsurô Wakamatsu","ja","Japanese"
"Craig Viveiros","en","English"
"Yevgeny Yufit","en","English"
"Brett Ingram","en","English"
"Hakan Şahin","tr","Turkish"
"Juan Bustillo Oro","en","English"
"Raphaël Jacoulot","fr","French"
"Reza Parsa","en","English"
"Pascal Légitimus","fr","French"
"Dolorès Payas","es","Spanish; Castilian"
"Aaron Springer","en","English"
"Anthony Lioi","en","English"
"Bill Brame","en","English"
"Marc Dugain","fr","French"
"Jonathan Stern","en","English"
"Bob Brooks","en","English"
"Sean Mullen","en","English"
"Andrzej Fidyk","en","English"
"Andrzej Jakimowski","en","English"
"Boo Junfeng","zh","Chinese"
"Nicholas Kendall","en","English"
"Nicolás Goldbart","es","Spanish; Castilian"
"Todd Komarnicki","en","English"
"Hawa Essuman","en","English"
"Marcos Jorge","pt","Portuguese"
"Nikos Panayotopoulos","el","Greek, Modern (1453-)"
"Seyfi Teoman","en","English"
"Gael García Bernal","es","Spanish; Castilian"
"Thammarak Kamuttmanoch","en","English"
"Raju Sundaram","en","English"
"Shin Togashi","ja","Japanese"
"Rajiv Menon","ta","Tamil"
"Josh Olson","en","English"
"Yuki Tanada","ja","Japanese"
"Alessandro Di Robilant","it","Italian"
"Park Heung-sik","ko","Korean"
"Subramaniam Siva","en","English"
"Mithran Jawahar","ta","Tamil"
"Mirko Locatelli","de","German"
"Ameer Sultan","en","English"
"Johnny Mak","cn",NA
"François Gaillard","en","English"
"Zeki Ökten","tr","Turkish"
"Rajan Madhav","ta","Tamil"
"Shakti Soundar Rajan","ta","Tamil"
"Arun Vaidyanathan","en","English"
"Silambarasan","en","English"
"Lev Kulidzhanov","ru","Russian"
"Alejandro Galindo","es","Spanish; Castilian"
"Fazil","ml","Malayalam"
"Balaji Sakthivel","ta","Tamil"
"Vinayan","en","English"
"Shafi","ml","Malayalam"
"John-Luke Montias","en","English"
"Gustavo Ron","en","English"
"Francesco Campanini","en","English"
"Mehdi Ben Attia","fr","French"
"Michel Brault","en","English"
"Yasutomo Chikuma","en","English"
"Jon Hall","en","English"
"Bejoy Nambiar","hi","Hindi"
"Ed Gass-Donnelly","en","English"
"Gaël d'Ynglemare","fr","French"
"Miguelanxo Prado","es","Spanish; Castilian"
"Ben Palmer","en","English"
"Stig Björkman","sv","Swedish"
"Leonid Popov","en","English"
"David Grabias","en","English"
"Sergei Ovcharov","ru","Russian"
"Igor Talankin","ru","Russian"
"Efim Dzigan","ru","Russian"
"Boris Volchek","en","English"
"Ken Girotti","en","English"
"Wendy Toye","en","English"
"Steven Drayton Sr.","en","English"
"José Luis Massa","es","Spanish; Castilian"
"Thomas Gibson","en","English"
"Sergei Osipyan","en","English"
"Marc Meyers","en","English"
"Glauber Filho","en","English"
"Nitesh Tiwari","hi","Hindi"
"Naoto Yamakawa","ja","Japanese"
"Andrew Okpeaha MacLean","en","English"
"Giada Colagrande","en","English"
"Rob Lundsgaard","en","English"
"Michael Amundsen","en","English"
"Tanwarin Sukkhapisit","th","Thai"
"David Richards","en","English"
"Frank Nesbitt","en","English"
"Bernard Giraudeau","fr","French"
"Christian Choquet","fr","French"
"Michael Jai White","en","English"
"Dean Stockwell","en","English"
"Julie Hivon","en","English"
"John Mellencamp","en","English"
"Denny Tedesco","en","English"
"Tom Harper","en","English"
"Patrick Dempsey","en","English"
"Anne-Sophie Birot","fr","French"
"Vasiliy Livanov","en","English"
"Garik Sukachyov","en","English"
"Travis Fine","en","English"
"Giancarlo Soldi","it","Italian"
"Dmitriy Konstantinov","ru","Russian"
"Alyona Zvantsova","en","English"
"Tatyana Dogileva","en","English"
"Ivan Solovov","en","English"
"Léo Joannon","fr","French"
"Ford Austin","en","English"
"Rasmus Merivoo","en","English"
"Vohn Regensburger","en","English"
"Patrick Demers","fr","French"
"Guilherme de Almeida Prado","pt","Portuguese"
"Marian Crișan","en","English"
"Lembit Ulfsak","et","Estonian"
"Lasse Hoile","en","English"
"Hiroshi Takahashi","ja","Japanese"
"Phani Majumdar","en","English"
"Janet Grillo","en","English"
"Rainer Sarnet","et","Estonian"
"Kim Longinotto","en","English"
"Nick Brandestini","en","English"
"Michael Rapaport","en","English"
"Enda Hughes","en","English"
"Abrar Alvi","hi","Hindi"
"Natalja Pogonischewa","ru","Russian"
"Paul Campion","en","English"
"Ben C. Lucas","en","English"
"Byeong-guk Hwang","en","English"
"Joshua Grannell","en","English"
"Dimitri Karakatsanis","en","English"
"Bette Midler","en","English"
"Matjaž Klopčič","en","English"
"Thierry Lhermitte","en","English"
"Cathy Henkel","en","English"
"David Zellner","en","English"
"Jean-Christophe Jeauffre","de","German"
"Doug Block","en","English"
"Alexander Olch","en","English"
"Marilou Diaz-Abaya","en","English"
"Lino Brocka","en","English"
"Craig Lahiff","en","English"
"David Robert Mitchell","en","English"
"Rokuro Mochizuki","ja","Japanese"
"Jochen Kuhn","en","English"
"Philippa Cousins","en","English"
"Emily James","en","English"
"Toniko Melo","pt","Portuguese"
"Mathieu Peteul","no","Norwegian"
"Thierry Ragobert","en","English"
"Anthony Kramreither","en","English"
"Arthur F. Binkowski","en","English"
"Naomi Foner Gyllenhaal","en","English"
"Ilian Djeveleko","en","English"
"Michael Stipe","en","English"
"Carolin Schmitz","de","German"
"Margaret Whitton","en","English"
"Srđan Koljević","de","German"
"Alejandro Fernández Almendras","es","Spanish; Castilian"
"Adam Massey","en","English"
"Peter Luisi","de","German"
"Hugo Vieira da Silva","de","German"
"Andi Rogenhagen","de","German"
"Mary McDonagh Murphy","en","English"
"Samuel Doux","en","English"
"André Klotzel","pt","Portuguese"
"Anna Penido","en","English"
"Steve Cuden","en","English"
"Francesca Araiza Andrade","de","German"
"Tanaz Eshaghian","en","English"
"Nick Baker-Monteys","de","German"
"Michael Söth","de","German"
"Ayumu Watanabe","ja","Japanese"
"Mark Hosack","de","German"
"Elijah Drenner","en","English"
"Jean-Michel Roux","fr","French"
"Koji Shima","en","English"
"Leslie Megahey","en","English"
"Todd Berger","en","English"
"Konstantine Pipinashvili","en","English"
"Jim Loach","en","English"
